2,0.005524,0.009537,0.00906967,0.00595867,0.00368167
4,0.010079,0.016873,0.0164,0.0120197,0.006803
6,0.015646,0.0277803,0.0267353,0.0206393,0.01052
8,0.020785,0.0397243,0.0379877,0.0301373,0.0135417
12,0.029841,0.0711843,0.0688617,0.055257,0.0195447
16,0.0393177,0.112129,0.108432,0.0860307,0.025879
20,0.0496217,0.169871,0.164803,0.129629,0.0333
24,0.0586483,0.230978,0.22022,0.170703,0.038676
