2,0.00537,0.003626,0.00362233
4,0.01347,0.00901967,0.00736233
6,0.0212947,0.0159427,0.0109127
8,0.028517,0.0240013,0.0140723
12,0.046335,0.048577,0.0219123
16,0.0603297,0.0768037,0.028039
20,0.075069,0.114397,0.0345013
24,0.0916193,0.157569,0.041423
