2,0.00389667,0.00768933,0.00730633,0.00461233,0.003287
4,0.00947967,0.0158773,0.0152213,0.0109313,0.006626
6,0.014853,0.025303,0.0243483,0.0182167,0.0101657
8,0.0218487,0.0402047,0.0388827,0.0296623,0.0141137
12,0.0311623,0.0705127,0.068412,0.0536667,0.0201037
16,0.041971,0.113472,0.109526,0.0858463,0.0267217
20,0.0518267,0.165229,0.159879,0.125403,0.0330713
24,0.0615763,0.233547,0.224258,0.173297,0.0386223
