2,0.00620633,0.005102,0.00427367
4,0.010421,0.009604,0.00696833
6,0.0159587,0.017055,0.0106403
8,0.021431,0.025718,0.01397
12,0.0317463,0.0485487,0.0207817
16,0.042437,0.0795263,0.0276687
20,0.0550353,0.120514,0.035212
24,0.0684383,0.170914,0.0429937
