2,0.00544141,0.00481482,0.00426269,0.00330292,0.00223954
4,0.0108051,0.0100006,0.00938999,0.00790901,0.00468976
6,0.0158365,0.0169913,0.0168114,0.0138393,0.00790855
8,0.0210845,0.024615,0.0245869,0.0201872,0.011208
12,0.0316963,0.0451309,0.0434552,0.0358871,0.0201555
16,0.042675,0.073155,0.0680745,0.0555013,0.0310053
20,0.0531215,0.110927,0.0973403,0.0790764,0.0440504
24,0.0651523,0.163349,0.133709,0.108788,0.0605436
