2,0.000349469,0.000349469
4,0.00121663,0.00121663
6,0.00249302,0.00249302
8,0.004561,0.004561
12,0.0107754,0.0107754
16,0.0208087,0.0208087
20,0.0373895,0.0373895
24,0.0601489,0.0601489
