2,0.00107818,0.00117951,0.000175564,1.36587e-05,0.000135555,0.000193451,0,0.00102664,8.81708e-05
4,0.00221449,0.0040167,0.000356347,1.40858e-05,0.00052116,0.000373704,0.00168649,0.00197122,0.000225815
6,0.00326969,0.00670925,0.00049894,1.58052e-05,0.000864138,0.000572717,0.00328492,0.00289494,0.000330083
8,0.00429615,0.00943977,0.000663601,1.69884e-05,0.00114073,0.000808299,0.00491372,0.00378717,0.000475395
12,0.0064669,0.0146069,0.00100744,1.53255e-05,0.00180541,0.00109604,0.00806022,0.00549242,0.000689682
16,0.00853052,0.0198823,0.0013163,1.72303e-05,0.00243705,0.00141359,0.0111582,0.00725079,0.000987537
20,0.0107004,0.0252484,0.00171808,1.82529e-05,0.00312571,0.00171662,0.0143691,0.00894748,0.00133354
24,0.0127499,0.0303985,0.00202614,1.84281e-05,0.00380306,0.00209151,0.0174105,0.010631,0.00162653
