2,0.00336136,0.00402094,0.00371774,0.0028876,0.00223307
4,0.010837,0.00903682,0.00843491,0.00703124,0.00453636
6,0.0172106,0.0148837,0.0148335,0.0119324,0.00731079
8,0.0232878,0.0208212,0.0213497,0.016944,0.00998352
12,0.0353046,0.0352232,0.0362539,0.02873,0.0170355
16,0.0472486,0.0530543,0.0551334,0.0427219,0.0249873
20,0.0594197,0.0747181,0.076801,0.0586126,0.0349266
24,0.0701413,0.100673,0.100976,0.0766666,0.0447844
