2,2.9996e-07,0.024896
4,0.0031968,0.0514058
6,0.00553963,0.0719597
8,0.00757333,0.0878673
12,0.0111315,0.122322
16,0.0143065,0.158402
20,0.0175193,0.204577
24,0.0202339,0.223763
