0,8,0.0123187,0.0108693,0.0102711,0.0104793,0.010821
1,7,0.0141336,0.0122948,0.0120275,0.011118,0.0109587
2,6,0.0160026,0.0137098,0.013338,0.0121965,0.011027
3,5,0.0173021,0.0152667,0.0150476,0.0133849,0.0110786
4,4,0.0181592,0.0166576,0.0164327,0.0141881,0.0110992
5,3,0.019446,0.0189573,0.019238,0.0159225,0.0111491
6,2,0.0206735,0.0209489,0.0212401,0.0172896,0.0112446
7,1,0.0216693,0.0233154,0.0238289,0.0189879,0.0112686
8,0,0.0216634,0.0248013,0.0246868,0.0203073,0.0111916
