2,0.000909872,0.00169073,0.000175056,1.36375e-05,0.000279484,0.000264097,0.000527699,0.000969288,6.54785e-05
4,0.00182099,0.00368462,0.000318459,1.56707e-05,0.000644981,0.000512181,0.00151587,0.00180653,0.000138848
6,0.00269869,0.00569646,0.000480605,1.4416e-05,0.00100547,0.000716022,0.00257165,0.00259241,0.000212226
8,0.0035911,0.00765752,0.000630612,1.46311e-05,0.00137509,0.000943782,0.00355599,0.00339872,0.00028227
12,0.00539716,0.0118003,0.000936741,1.78297e-05,0.00209903,0.00138405,0.00565942,0.00502086,0.000455532
16,0.00715501,0.015833,0.00128604,1.8571e-05,0.00289293,0.00183836,0.0076816,0.00664295,0.000621696
20,0.00906465,0.0204019,0.00165223,1.91824e-05,0.00366355,0.00228611,0.0101665,0.00833033,0.00082186
24,0.0109932,0.0243693,0.00202532,1.99986e-05,0.00445266,0.00274793,0.0121106,0.00993901,0.000994395
