2,0.00225057,0.00375143,0.00310086,0.00222457
4,0.00921586,0.00970471,0.00829557,0.00534886
6,0.0159157,0.016386,0.014078,0.00832614
8,0.0226037,0.0237063,0.0204999,0.0112949
12,0.0363091,0.0408117,0.0348169,0.0171387
16,0.0498157,0.0613857,0.0518181,0.0231329
20,0.0655614,0.0928767,0.0754357,0.0308044
24,0.0778749,0.123121,0.0964681,0.035474
