2,0.00362257,0.00478514,0.00403543,0.00238429
4,0.00827957,0.0112691,0.00976529,0.00528771
6,0.0130341,0.0194307,0.0168467,0.00828071
8,0.0178106,0.0285859,0.0248256,0.0111884
12,0.0275263,0.0528394,0.0443137,0.0172617
16,0.0371414,0.084911,0.0679597,0.0230173
20,0.0470923,0.13183,0.0985333,0.0295749
24,0.055759,0.187148,0.131119,0.0349699
