0,0.0128428,0.0131242,0.0129505,0.0113095
1,0.0130133,0.0138745,0.0131934,0.0111507
2,0.0137875,0.0154252,0.0144803,0.01113
3,0.0146146,0.0173013,0.0159032,0.0111675
4,0.0152415,0.0190562,0.0172628,0.0110099
5,0.0160054,0.0211422,0.0189137,0.0111409
6,0.016711,0.0235429,0.0207981,0.0112243
7,0.0172846,0.0257818,0.0224039,0.0111998
8,0.0178312,0.028444,0.024626,0.0111591
